LCLid,Age,Sex,day,energy_median,energy_mean,energy_max,energy_count,energy_std,energy_sum,energy_min,Label
zz7e17wp,70,M,05-04-20,0.99249995,1.172958331,2.3429999,48,0.40813702,56.3019999,0.604,0
yqv02aav,54,M,06-04-20,1.0145,1.06225,1.5779999,48,0.282433758,50.988,0.506,1
gcq92m1p,70,M,07-04-20,1.115,1.11675,1.829,48,0.331477255,53.604,0.561,0
w6gmscv4,54,M,08-04-20,1.074,1.276416662,2.4849999,48,0.481394811,61.2679998,0.617,0
0coq33k9,35,M,09-04-20,0.9715,1.246416667,3.595,48,0.680804587,59.828,0.603,1
ro0vac7g,48,M,10-04-20,1.19,1.330416671,2.9200001,48,0.544538526,63.8600002,0.677,1
o2kzb94o,55,M,11-04-20,0.916,1.058874992,2.1949999,48,0.395494647,50.8259996,0.636,0
lvdl7puw,58,M,12-04-20,0.948,1.233229163,2.563,48,0.586658915,59.1949998,0.617,0
nj23h32n,54,M,13-04-20,1.61299995,1.482041656,2.842,48,0.386389607,71.1379995,0.756,1
3injqurc,69,M,14-04-20,1.0535,1.191312496,2.6659999,48,0.515188874,57.1829998,0.619,1
b5yl88mh,77,M,15-04-20,1.07800005,1.249374994,2.418,48,0.432480599,59.9699997,0.664,0
7ofqlw6w,68,M,16-04-20,1.014,1.180937502,2.069,48,0.415038806,56.6850001,0.629,1
ul9q3ebx,58,F,17-04-20,0.918,1.077479169,2.158,48,0.40602589,51.7190001,0.606,0
8ckb20hi,60,M,18-04-20,1.178,1.377895831,2.8870001,48,0.500654945,66.1389999,0.734,1
2lz03oqb,51,M,19-04-20,1.24799995,1.348958329,2.1300001,48,0.407541099,64.7499998,0.678,0
ip0fxvhp,55,M,20-04-20,1.28600005,1.396604181,3.0280001,48,0.565664335,67.0370007,0.69,1
iec4mvh7,52,M,21-04-20,1.4735,1.573874987,3.2939999,48,0.598513845,75.5459994,0.685,0
lakdi3x8,60,F,22-04-20,1.24,1.478687508,3.3010001,48,0.631835133,70.9770004,0.742,0
744r7gc3,58,M,23-04-20,1.2925,1.536875008,3.191,48,0.688107267,73.7700004,0.647,1
7docv0dt,64,M,24-04-20,1.2055,1.420229158,2.984,48,0.62484521,68.1709996,0.737,0
o5dp37ws,37,M,25-04-20,1.3495,1.418,2.404,48,0.517827505,68.064,0.689,0
tyid60aa,59,F,26-04-20,1.0485,1.150104167,2.5109999,48,0.391504195,55.205,0.634,1
ntx35a8s,51,M,27-04-20,1.544,1.511041662,2.8239999,48,0.608128269,72.5299998,0.649,0
9fr0m92p,43,M,28-04-20,0.9765,1.231875008,2.6210001,48,0.491772083,59.1300004,0.718,1
xkmkwsbv,58,M,29-04-20,1.45499995,1.458833329,2.869,48,0.504691283,70.0239998,0.649,1
zolwjl9u,29,M,30-04-20,1.222,1.338625006,2.516,48,0.442418102,64.2540003,0.619,0
al8irm9i,41,M,01-05-20,1.07250005,1.152041673,2.132,48,0.386687908,55.2980003,0.579,1
64ldtrjf,63,F,02-05-20,1.213,1.419520833,2.632,48,0.569628251,68.137,0.785,1
ydzxp0oe,51,F,03-05-20,1.09499995,1.29383334,2.5940001,48,0.443594342,62.1040003,0.784,1
boto4h8x,54,M,04-05-20,1.07950005,1.393291667,2.9349999,48,0.646378741,66.878,0.772,0
jjfcuybb,44,M,05-05-20,1.1545,1.347979165,2.6819999,48,0.556676202,64.7029999,0.666,1
ieex2xwx,54,M,06-05-20,1.60150005,1.669020835,3.4990001,48,0.737140926,80.1130001,0.676,0
hmrr8zy7,65,F,07-05-20,1.71350005,1.631583329,3.1289999,48,0.694624941,78.3159998,0.594,0
c8wx6ugm,57,M,08-05-20,1.1845,1.289270833,2.385,48,0.466699668,61.885,0.585,0
vi997dms,63,M,09-05-20,0.9595,1.196312498,2.625,48,0.58692096,57.4229999,0.614,0
qfck720q,35,M,10-05-20,1.27950005,1.496833333,3.4289999,48,0.735552972,71.848,0.681,1
gf718lbl,41,F,11-05-20,2.1125001,2.200854171,4.0180001,48,0.975854082,105.6410002,0.649,1
s30p3a23,62,M,12-05-20,2.599,2.350729167,4.3850002,48,1.186552892,112.835,0.65,0
c1uefp15,43,M,13-05-20,1.79299995,1.747645846,3.1930001,48,0.70343718,83.8870006,0.772,0
1cpvboto,58,M,14-05-20,2.281,2.188291685,4.1090002,48,0.954711989,105.0380009,0.71,1
sc65vp0j,52,M,15-05-20,0.953,0.953,0.953,1,,0.953,0.953,1
mjbuzl07,61,M,08-05-19,0.228,0.373222219,1.6619999,27,0.369933487,10.0769999,0.074,0
rb45gk2w,39,M,09-05-19,0.2225,0.568062506,3.5150001,48,0.777467004,27.2670003,0.086,1
u6jy6w1m,45,M,10-05-19,0.2345,0.400395831,1.781,48,0.410944249,19.2189999,0.077,0
epylkxdx,52,F,11-05-19,0.291,0.4080625,1.789,48,0.37706918,19.587,0.077,0
c3b9hgwl,62,M,12-05-19,0.315,0.629687498,2.9779999,48,0.606278916,30.2249999,0.111,0
uzzyws7p,62,F,13-05-19,0.2565,0.448354167,3.365,48,0.554440584,21.521,0.067,0
y0gdjn64,53,M,14-05-19,0.3245,0.507625,1.821,48,0.444444267,24.366,0.052,1
81csdj78,43,F,15-05-19,0.29,0.515666669,2.0580001,48,0.516355374,24.7520001,0.065,0
jo29nx9b,47,M,16-05-19,0.196,0.196,0.196,1,,0.196,0.196,0
l09c8ise,52,M,17-05-19,0.247,0.422808513,2.5,47,0.465299375,19.8720001,0.1,1
mticfoic,68,M,18-05-19,0.2805,0.488854167,2.3280001,48,0.50485288,23.465,0.087,1
1lojd0xa,39,M,19-05-19,0.3195,0.488812498,2.737,48,0.502817912,23.4629999,0.092,1
7hiss0j3,53,M,20-05-19,0.295,0.663083331,2.684,48,0.736613518,31.8279999,0.084,0
wczw4vn1,62,F,21-05-19,0.271,0.496625002,1.85,48,0.507264995,23.8380001,0.085,0
opzfwh6b,51,F,22-05-19,0.2305,0.440208335,1.881,48,0.461601883,21.1300001,0.088,0
m4sp9sjn,60,M,23-05-19,0.264,0.5344375,2.4660001,48,0.548786634,25.653,0.081,1
rj3nov53,65,M,24-05-19,0.217,0.503083335,2.934,48,0.553251507,24.1480001,0.051,0
9kiekksx,65,M,25-05-19,0.181,0.306874998,1.867,48,0.348643055,14.7299999,0.039,1
1gad01re,60,M,26-05-19,0.229,0.434979167,2.464,48,0.477284851,20.879,0.056,0
94c1mudi,60,M,27-05-19,0.2325,0.363604167,1.595,48,0.335308225,17.453,0.077,1
4458ra21,54,M,28-05-19,0.2365,0.367437502,1.308,48,0.338088555,17.6370001,0.053,0
iyc2dfrg,44,F,29-05-19,0.2055,0.335979169,2.0810001,48,0.367248693,16.1270001,0.071,1
3leutp70,44,M,30-05-19,0.218,0.418333333,2.3469999,48,0.512690622,20.08,0.054,1
sy3ncwgw,51,M,31-05-19,0.2255,0.414604169,1.901,48,0.455316672,19.9010001,0.059,1
49xvz389,59,F,01-06-19,0.311,0.612666658,3.0079999,48,0.589814643,29.4079996,0.083,0
dt0jku7v,71,M,02-06-19,0.218,0.404020835,1.9450001,48,0.423071778,19.3930001,0.088,0
3ahp9tli,61,F,03-06-19,0.474,0.699479167,2.8699999,48,0.609118546,33.575,0.103,1
k9qiwy1b,55,M,04-06-19,0.2565,0.488812498,2.1459999,48,0.527059264,23.4629999,0.074,0
synuzaxm,64,M,05-06-19,0.2895,0.568666667,2.641,48,0.57684672,27.296,0.083,1
euxxibx0,43,M,06-06-19,0.3535,0.629479167,2.918,48,0.637623182,30.215,0.107,1
mlhd9zbs,58,M,07-06-19,0.197,0.389104165,2.1429999,48,0.471390747,18.6769999,0.058,1
2n5vetzw,60,M,08-06-19,0.2685,0.445854167,1.704,48,0.414475828,21.401,0.087,0
hgpn8oba,58,M,09-06-19,0.222,0.515104167,2.142,48,0.564076473,24.725,0.068,1
pad3x324,49,M,10-06-19,0.2745,0.481354171,2.0220001,48,0.527485838,23.1050002,0.075,1
teywszlm,48,M,11-06-19,0.222,0.438500004,2.5050001,48,0.532150406,21.0480002,0.055,1
ums99z8p,50,F,12-06-19,0.208,0.412145838,2.2850001,48,0.49964623,19.7830002,0.079,0
zueoyesj,43,M,13-06-19,0.271,0.594833335,3.5639999,48,0.698913726,28.5520001,0.123,1
yc8rjjyf,38,M,14-06-19,0.204,0.392791667,1.84,48,0.418713885,18.854,0.066,0
ps49oh7h,54,M,15-06-19,0.219,0.338562498,1.9809999,48,0.338965431,16.2509999,0.077,1
88nihy7q,61,M,16-06-19,0.237,0.49391666,2.7679999,48,0.564355495,23.7079997,0.095,0
hj03n13h,42,M,17-06-19,0.2745,0.511020831,1.914,48,0.50322075,24.5289999,0.072,1
e99y0l5a,53,M,18-06-19,0.2265,0.44960416,3.3139999,48,0.601149119,21.5809997,0.081,0
waa7ck7e,55,M,19-06-19,0.2085,0.313729167,2.277,48,0.357518084,15.059,0.047,1
bujydnde,61,M,20-06-19,0.2125,0.456874998,2.9289999,48,0.620887401,21.9299999,0.059,1
n2v4v51j,51,M,21-06-19,0.2235,0.399520831,2.2909999,48,0.407741147,19.1769999,0.093,1
7r3fjswq,70,M,22-06-19,0.224,0.346291667,1.471,48,0.326558193,16.622,0.087,1
r90ty04i,61,M,23-06-19,0.2465,0.4578125,2.927,48,0.617089347,21.975,0.076,0
kj3yxhij,38,F,24-06-19,0.2035,0.412729167,1.738,48,0.436696337,19.811,0.054,1
opa4xmnb,57,F,25-06-19,0.195,0.294416669,2.3380001,48,0.35612274,14.1320001,0.073,0
4lhneceo,38,M,26-06-19,0.2235,0.395520837,2.5220001,48,0.443416393,18.9850002,0.093,1
8iwljdoi,62,F,27-06-19,0.2595,0.502604165,2.125,48,0.542971088,24.1249999,0.086,1
ctikde7d,58,F,28-06-19,0.2335,0.3481875,1.478,48,0.311644073,16.713,0.085,1
frdsct44,52,M,29-06-19,0.347,0.459687498,1.8279999,48,0.405186956,22.0649999,0.072,1
73nlxqgk,61,F,30-06-19,0.215,0.419791665,2.7320001,48,0.524001948,20.1499999,0.087,1
arwaj4yp,50,M,01-07-19,0.2595,0.443229171,1.798,48,0.437775344,21.2750002,0.081,1
p1ajw8mq,51,M,02-07-19,0.2365,0.4473125,1.955,48,0.486307282,21.471,0.09,1
5pvln91x,65,M,03-07-19,0.2575,0.424958331,1.853,48,0.40726508,20.3979999,0.077,1
aqjl4lj0,52,M,04-07-19,0.3215,0.570666667,2.576,48,0.602762694,27.392,0.068,1
bnl9i9oy,47,M,05-07-19,0.2025,0.459000002,2.2950001,48,0.517269763,22.0320001,0.039,0
0lbxvudt,35,M,06-07-19,0.249,0.4054375,1.706,48,0.395940137,19.461,0.049,1
506e85m9,57,M,07-07-19,0.2745,0.426291667,1.891,48,0.379672421,20.462,0.101,0
tkvfneje,62,F,08-07-19,0.288,0.49789584,2.3629999,48,0.531508346,23.8990003,0.091,1
7foxfw5a,59,M,09-07-19,0.2445,0.421812498,1.87,48,0.435614928,20.2469999,0.078,1
q3r327z7,53,F,10-07-19,0.2705,0.388645835,1.569,48,0.353468262,18.6550001,0.08,1
ampip7od,62,M,11-07-19,0.3095,0.509458335,2.6700001,48,0.528514988,24.4540001,0.077,1
yj5ca2f9,54,M,12-07-19,0.218,0.368,1.553,48,0.374834829,17.664,0.063,1
hh293cd4,56,F,13-07-19,0.2335,0.4808125,3.105,48,0.606636933,23.079,0.08,1
9uswwyxm,56,M,14-07-19,0.24,0.410416665,1.668,48,0.398139381,19.6999999,0.093,1
3n05cb49,54,M,15-07-19,0.2435,0.40525,1.53,48,0.401309373,19.452,0.088,0
kfkumsux,66,M,16-07-19,0.288,0.479895831,1.85,48,0.465935944,23.0349999,0.076,1
ip32y0j5,63,F,17-07-19,0.2055,0.330791669,1.973,48,0.378335607,15.8780001,0.045,1
9vpzk6wu,44,F,18-07-19,0.282,0.577125002,2.152,48,0.540197785,27.7020001,0.116,1
zcxemcn4,60,M,19-07-19,0.215,0.414916667,1.51,48,0.423943334,19.916,0.071,1
4owsb0bg,55,M,20-07-19,0.3195,0.450458331,1.567,48,0.379109812,21.6219999,0.076,1
ujf6v8x0,66,F,21-07-19,0.265,0.360541665,1.449,48,0.302531087,17.3059999,0.092,1
ibjoj2z6,66,F,22-07-19,0.244,0.464416665,2.2119999,48,0.486476592,22.2919999,0.058,0
o80duxhs,65,M,23-07-19,0.236,0.377729167,2.2460001,48,0.390117541,18.131,0.095,1
eh8k8y4c,60,F,24-07-19,0.2375,0.291374998,1.6109999,48,0.242539182,13.9859999,0.1,1
oqvsiawe,60,M,25-07-19,0.2805,0.440375,1.581,48,0.363162915,21.138,0.093,1
llilwq1u,60,M,26-07-19,0.244,0.348541667,1.725,48,0.360386787,16.73,0.082,0
xwfptmmv,56,F,27-07-19,0.2775,0.4466875,1.638,48,0.3938545,21.441,0.1,1
1bj49pjv,59,M,28-07-19,0.2905,0.404083331,1.8329999,48,0.36636621,19.3959999,0.099,1
suvmfqhn,62,M,29-07-19,0.239,0.399020835,1.586,48,0.378926569,19.1530001,0.094,0
xroo7z7g,63,F,30-07-19,0.273,0.438395833,1.786,48,0.398054029,21.043,0.083,1
y6ws3u6x,57,M,31-07-19,0.2835,0.455520831,1.823,48,0.448576418,21.8649999,0.072,0
2bbqz4o7,62,M,01-08-19,0.2755,0.405229169,1.84,48,0.406159718,19.4510001,0.068,1
5ur9du2p,63,M,02-08-19,0.216,0.3744375,1.618,48,0.364224966,17.973,0.063,1
ss1upwwo,46,M,03-08-19,0.262,0.374083333,1.923,48,0.376878322,17.956,0.077,0
9sso5gfj,63,M,04-08-19,0.276,0.480854167,1.734,48,0.474908277,23.081,0.078,1
bbv6f5gf,60,M,05-08-19,0.2365,0.361854169,2.2290001,48,0.365020383,17.3690001,0.078,1
v4jochbe,58,M,06-08-19,0.2275,0.474,1.923,48,0.452882118,22.752,0.073,1
qg541qho,64,M,07-08-19,0.2135,0.285583333,1.886,48,0.276951323,13.708,0.087,1
409pz4lw,63,M,08-08-19,0.2765,0.429729167,2.204,48,0.44091731,20.627,0.087,0
i7wrqh2g,74,M,09-08-19,0.212,0.4251875,1.801,48,0.434611573,20.409,0.087,1
1xvtmgzl,52,M,10-08-19,0.2075,0.3219375,1.638,48,0.343408968,15.453,0.075,1
4q04teum,69,F,11-08-19,0.307,0.487145833,1.98,48,0.470081568,23.383,0.076,1
upev67f7,51,M,12-08-19,0.277,0.413958335,2.4200001,48,0.447063333,19.8700001,0.077,0
t98ed1gb,60,F,13-08-19,0.228,0.482041665,2.6099999,48,0.543450784,23.1379999,0.082,0
m5ho3ccj,56,M,14-08-19,0.2245,0.322291667,1.511,48,0.323050155,15.47,0.068,1
tzq389yi,55,M,15-08-19,0.236,0.529604169,2.335,48,0.600540073,25.4210001,0.096,0
b6eiamup,54,M,16-08-19,0.205,0.375833335,1.967,48,0.431985393,18.0400001,0.078,1
iftvp09u,77,M,17-08-19,0.2265,0.327333333,1.75,48,0.331882338,15.712,0.067,1
uzgfx0fc,63,M,18-08-19,0.245,0.373833329,2.4119999,48,0.381209501,17.9439998,0.075,1
r2chpw7y,55,M,19-08-19,0.233,0.391374998,1.609,48,0.364678438,18.7859999,0.083,1
812uc4w7,52,M,20-08-19,0.206,0.372416667,1.679,48,0.401300643,17.876,0.056,1
fnvwcebr,64,M,21-08-19,0.2655,0.369604163,1.376,48,0.305890091,17.7409998,0.08,1
9le7uk7m,60,M,22-08-19,0.2535,0.4775625,1.947,48,0.490329238,22.923,0.084,1
av7ducrk,60,M,23-08-19,0.2305,0.374604165,1.579,48,0.35666306,17.9809999,0.071,1
19sejitq,58,M,24-08-19,0.2285,0.369958333,1.878,48,0.38394719,17.758,0.067,1
zar4py7o,59,M,25-08-19,0.2465,0.405708333,1.931,48,0.37475535,19.474,0.099,1
tycbhz8a,61,M,26-08-19,0.2645,0.4415,1.568,48,0.412177353,21.192,0.091,1
1t433pfu,40,M,27-08-19,0.2765,0.412958329,2.6989999,48,0.486811097,19.8219998,0.093,0
7coajgjz,61,M,28-08-19,0.3075,0.454520835,1.859,48,0.451627369,21.8170001,0.083,1
9n34d141,41,M,29-08-19,0.2495,0.485812498,2.3610001,48,0.53828315,23.3189999,0.091,1
j4uftwit,57,F,30-08-19,0.2445,0.501500004,2.9130001,48,0.59126012,24.0720002,0.063,1
zpk3gjwo,63,M,31-08-19,0.277,0.46375,2.483,48,0.474353513,22.26,0.078,1
yfpioqi5,59,M,01-09-19,0.312,0.520187504,2.7550001,48,0.532879891,24.9690002,0.115,0
5z3s5pjl,51,M,02-09-19,0.3755,0.5775,3.2449999,48,0.629753207,27.72,0.08,0
8pwe4ugb,59,M,03-09-19,0.2435,0.397270831,1.929,48,0.397430718,19.0689999,0.094,1
3xk2w0d2,42,M,04-09-19,0.2165,0.367708335,3.5120001,48,0.541192311,17.6500001,0.095,1
0q928h3b,55,M,05-09-19,0.26,0.436,2.233,48,0.408770497,20.928,0.095,1
ufw13pjx,63,M,06-09-19,0.2645,0.516875,2.1159999,48,0.565128855,24.81,0.094,0
2zhaknbi,62,M,07-09-19,0.2915,0.377895835,1.9400001,48,0.363378731,18.1390001,0.09,1
5d5xy8hp,56,M,08-09-19,0.312,0.501958333,1.552,48,0.435727953,24.094,0.092,0
xv5ecccb,53,M,09-09-19,0.249,0.411499998,1.899,48,0.36659421,19.7519999,0.086,1
pdjsy9a0,68,M,10-09-19,0.2275,0.404937494,1.8609999,48,0.402120501,19.4369997,0.08,1
bd2ndoug,53,M,11-09-19,0.2595,0.407979169,1.783,48,0.407501866,19.5830001,0.079,0
9fuiind8,60,M,12-09-19,0.2635,0.4218125,1.888,48,0.399160484,20.247,0.129,1
6ubcjqfo,62,M,13-09-19,0.2725,0.433458329,1.882,48,0.395439092,20.8059998,0.062,0
dcjwfes7,59,M,14-09-19,0.3815,0.607395829,4.1459999,48,0.687696165,29.1549998,0.089,1
wsqwgx9u,51,M,15-09-19,0.2425,0.372208333,1.517,48,0.297448723,17.866,0.106,1
7s6283y5,61,F,16-09-19,0.2935,0.514458333,2.401,48,0.506922882,24.694,0.137,1
vhrikgpi,57,M,17-09-19,0.2915,0.477229162,2.2349999,48,0.411844063,22.9069998,0.105,0
00rk8fb5,56,M,18-09-19,0.25,0.485958331,2.0999999,48,0.510309161,23.3259999,0.08,0
12y7adfi,58,M,19-09-19,0.2455,0.491270833,1.964,48,0.508520287,23.581,0.091,0
q2a5aogo,69,M,20-09-19,0.292,0.443958331,2.0739999,48,0.420678823,21.3099999,0.134,1
af5grv7l,67,M,21-09-19,0.242,0.668208327,4.5079999,48,0.955514746,32.0739997,0.102,1
ul2ctjv6,58,M,22-09-19,0.241,0.448166669,1.978,48,0.458952944,21.5120001,0.061,1
d0a8y5qh,65,M,23-09-19,0.294,0.481166665,3.0699999,48,0.549087482,23.0959999,0.118,0
tjr6dvtt,63,M,24-09-19,0.29,0.514270831,3.3659999,48,0.675639223,24.6849999,0.065,1
00yt9sqw,55,M,25-09-19,0.215,0.34025,1.888,48,0.357611729,16.332,0.056,1
8crvjzz4,57,M,26-09-19,0.302,0.604020833,2.8169999,48,0.6496837,28.993,0.087,1
1k99yv4i,65,M,27-09-19,0.265,0.544270827,3.5799999,48,0.647701935,26.1249997,0.075,1
c8yzoen7,54,M,28-09-19,0.287,0.451791667,1.997,48,0.445036645,21.686,0.118,1
i7navmbn,72,M,29-09-19,0.25,0.428937502,2.2620001,48,0.464265954,20.5890001,0.126,1
94mbxnss,75,M,30-09-19,0.2625,0.4855,1.767,48,0.465325144,23.304,0.055,1
jn3aqdck,49,M,01-10-19,0.2815,0.582333331,2.7539999,48,0.637751773,27.9519999,0.081,1
mg2zikyp,51,M,02-10-19,0.215,0.379666667,2.45,48,0.402687215,18.224,0.077,1
ch6o1utt,60,M,03-10-19,0.223,0.421562502,2.1930001,48,0.450628265,20.2350001,0.073,1
bnqmwst8,64,M,04-10-19,0.296,0.525645833,2.092,48,0.519865549,25.231,0.041,1
evgw0as5,58,M,05-10-19,0.3345,0.527854167,1.83,48,0.474905589,25.337,0.096,1
awx8rcal,61,M,06-10-19,0.306,0.560437506,1.95,48,0.504215304,26.9010003,0.088,1
q0ln8a1l,67,M,07-10-19,0.3095,0.53885416,2.8399999,48,0.521155778,25.8649997,0.136,1
yci0a6bt,62,M,08-10-19,0.291,0.634062498,2.7720001,48,0.654503428,30.4349999,0.082,1
pc4x5e24,65,M,09-10-19,0.2675,0.446395833,1.772,48,0.404441446,21.427,0.125,1
zsna4xox,63,M,10-10-19,0.291,0.627458335,2.553,48,0.662002446,30.1180001,0.077,0
ly8b07no,69,M,11-10-19,0.3115,0.631854167,2.8080001,48,0.71002814,30.329,0.107,1
f6igj0pd,51,F,12-10-19,0.2285,0.482187504,3.3870001,48,0.599428097,23.1450002,0.06,1
l3ej1hdk,62,M,13-10-19,0.337,0.473479167,2.451,48,0.419961852,22.727,0.167,1
bexn3fx4,55,M,14-10-19,0.3835,0.584729171,2.0050001,48,0.4827047,28.0670002,0.073,0
2aku9prp,75,M,15-10-19,0.2515,0.577729175,2.1470001,48,0.575015232,27.7310004,0.071,1
cgx90xnt,40,M,16-10-19,0.255,0.506458335,2.036,48,0.498442728,24.3100001,0.094,1
sl6gsjz4,67,M,17-10-19,0.278,0.450229169,2.1500001,48,0.423416972,21.6110001,0.08,0
s21obnqy,58,M,18-10-19,0.2645,0.479083333,2.8829999,48,0.564782906,22.996,0.048,0
u7gj6e10,60,M,19-10-19,0.327,0.535687498,2.8269999,48,0.598435582,25.7129999,0.096,1
36v9f1yz,63,M,20-10-19,0.4755,0.581520835,2.0220001,48,0.497717006,27.9130001,0.081,1
x7omipn2,35,M,21-10-19,0.3775,0.588708335,2.04,48,0.533631639,28.2580001,0.104,1
b644j4xm,62,F,22-10-19,0.313,0.54204166,2.7149999,48,0.588736495,26.0179997,0.102,1
8su1zn3w,43,M,23-10-19,0.3285,0.491041665,2.6589999,48,0.514967206,23.5699999,0.074,1
k2a0q9y8,63,M,24-10-19,0.348,0.508291667,1.877,48,0.436744531,24.398,0.098,0
svn4e6w6,68,M,25-10-19,0.2995,0.452270833,2.013,48,0.444719694,21.709,0.032,1
b66bb2ri,65,M,26-10-19,0.381,0.488020831,1.4910001,48,0.355114811,23.4249999,0.069,1
wlnclcvk,48,M,27-10-19,0.5285,0.792479165,3.2,48,0.632133639,38.0389999,0.17,0
es3hubn4,63,M,28-10-19,0.42,0.719874996,2.8659999,48,0.681745518,34.5539998,0.108,1
2ttwaegh,64,M,29-10-19,0.434,0.738541667,2.569,48,0.676248096,35.45,0.124,1
fw2aw6k8,61,F,30-10-19,0.282,0.414145833,1.636,48,0.372350441,19.879,0.106,1
58hjolfz,50,M,31-10-19,0.35,0.566041665,2.4389999,48,0.562145199,27.1699999,0.131,0
18lp5tl5,59,M,01-11-19,0.255,0.458416671,2.6270001,48,0.528103033,22.0040002,0.088,0
fxre60s9,55,M,02-11-19,0.2755,0.506041669,2.4360001,48,0.520848618,24.2900001,0.075,1
vyj6sht6,45,M,03-11-19,0.3885,0.637458335,2.447,48,0.6177831,30.5980001,0.06,1
c219cm3k,65,M,04-11-19,0.3285,0.482729165,2.809,48,0.495650769,23.1709999,0.107,1
qcvoxf4o,61,M,05-11-19,0.303,0.543999996,3.0139999,48,0.583298463,26.1119998,0.088,1
gafcbmlh,49,M,06-11-19,0.2835,0.464479167,2.7219999,48,0.52418581,22.295,0.074,1
ffk58hoo,72,M,07-11-19,0.3315,0.645666665,2.0569999,48,0.579312804,30.9919999,0.094,0
60kgqlvu,50,M,08-11-19,0.2635,0.505729167,1.892,48,0.51491101,24.275,0.066,1
au1nf394,64,M,09-11-19,0.3405,0.584020833,4.1849999,48,0.738729942,28.033,0.031,0
s2zaqb14,55,M,10-11-19,0.366,0.50725,1.765,48,0.387248972,24.348,0.141,1
wwq0sd2r,63,M,11-11-19,0.275,0.430749996,2.0599999,48,0.400096172,20.6759998,0.088,1
eklwwu1j,59,F,12-11-19,0.442,0.697437498,2,48,0.564874864,33.4769999,0.119,0
qi2knswx,56,M,13-11-19,0.2945,0.625791669,3.431,48,0.752845217,30.0380001,0.083,1
4ouhdjsr,62,M,14-11-19,0.3695,0.575833331,1.999,48,0.523333676,27.6399999,0.103,0
fzilbgjy,74,M,15-11-19,0.258,0.599583329,2.503,48,0.672914383,28.7799998,0.081,0
2ad1tu4s,54,F,16-11-19,0.3255,0.453229163,2.4189999,48,0.446047603,21.7549998,0.095,0
w2hksewk,57,M,17-11-19,0.3425,0.623333331,3.102,48,0.639086523,29.9199999,0.091,1
xh3vtwy2,62,M,18-11-19,0.328,0.516166662,2.7149999,48,0.498949576,24.7759998,0.081,1
lepft4qp,76,M,19-11-19,0.312,0.641833329,2.2980001,48,0.623574024,30.8079998,0.125,1
a0d50oni,54,M,20-11-19,0.3125,0.390708335,1.2920001,48,0.259584861,18.7540001,0.126,1
bxzqn3xs,70,M,21-11-19,0.378,0.626604169,2.7360001,48,0.661214033,30.0770001,0.133,0
stz1rgrp,61,M,22-11-19,0.32,0.455104165,1.666,48,0.400221966,21.8449999,0.086,0
twf6g5t3,48,M,23-11-19,0.377,0.663062494,2.632,48,0.584008641,31.8269997,0.099,0
iv18eiap,48,M,24-11-19,0.327,0.558229167,2.5699999,48,0.5383504,26.795,0.161,1
dy6ejuq5,61,M,25-11-19,0.3605,0.674624998,3.299,48,0.706588219,32.3819999,0.076,0
sdrpgyo4,66,M,26-11-19,0.247,0.486416669,2.7420001,48,0.550383623,23.3480001,0.087,0
tc4n9a7p,68,M,27-11-19,0.353,0.554375,1.868,48,0.447005194,26.61,0.085,1
p02mvtm1,55,M,28-11-19,0.255,0.573499994,3.256,48,0.695033432,27.5279997,0.084,1
ivu632j2,62,M,29-11-19,0.336,0.658187504,3.4070001,48,0.746750239,31.5930002,0.066,0
qde4so1x,71,M,30-11-19,0.245,0.403687498,1.9349999,48,0.408074357,19.3769999,0.142,0
9tivuyh5,74,F,01-12-19,0.383,0.595520833,2.4419999,48,0.577602562,28.585,0.148,1
ep7ezoko,53,M,02-12-19,0.427,0.592708331,1.962,48,0.467172069,28.4499999,0.133,0
hqmf6r7t,58,M,03-12-19,0.3145,0.643937506,3.529,48,0.794170565,30.9090003,0.145,0
ya410nbj,75,M,04-12-19,0.323,0.486499998,2.2809999,48,0.454669383,23.3519999,0.149,0
tyew8h5b,56,M,05-12-19,0.339,0.567687504,3.2490001,48,0.636551167,27.2490002,0.094,0
kv1zyy58,58,M,06-12-19,0.2895,0.541458335,2.78,48,0.57650591,25.9900001,0.144,0
9tqirekn,64,M,07-12-19,0.3515,0.596541669,2.2650001,48,0.536576188,28.6340001,0.13,0
x32eqn6j,54,M,08-12-19,0.324,0.546395833,2.395,48,0.522002557,26.227,0.131,0
174q2pjw,54,M,09-12-19,0.3925,0.713020829,3.1619999,48,0.678674501,34.2249998,0.13,1
mduxxe5y,59,M,10-12-19,0.44,0.769937502,2.5250001,48,0.676359953,36.9570001,0.148,0
ic937w26,55,M,11-12-19,0.212,0.212,0.212,1,,0.212,0.212,1
pamxy4av,57,M,12-12-19,0.346,0.594297868,3.0929999,47,0.560218227,27.9319998,0.169,0
rbndy67n,61,M,13-12-19,0.327,0.606354167,2.05,48,0.535126252,29.105,0.144,0
bk6sawaf,41,M,14-12-19,0.341,0.524958333,2.1110001,48,0.448927095,25.198,0.154,1
odddgza9,71,M,15-12-19,0.306,0.624833338,3.1830001,48,0.665985038,29.9920002,0.113,1
z4sutqos,38,M,16-12-19,0.3955,0.55625,2.339,48,0.453122664,26.7,0.128,1
pixbry0c,55,M,17-12-19,0.3585,0.603395833,2.346,48,0.618852398,28.963,0.111,1
8ra12yxn,56,M,18-12-19,0.3015,0.462541669,2.1110001,48,0.405752525,22.2020001,0.16,1
